JD,Magnitude,Band
2457287.4583,9.2,Vis.
2457288.70486,8.8,Vis.
2457289.3,8.4,Vis.
2457289.8,8.7,Vis.
2457290.6153,8.6,Vis.
2457290.625,8.8,Vis.
2457292.22153,8.8,Vis.
2457292.35,8.6,Vis.
2457292.4,8.8,Vis.
2457293.3,8.5,Vis.
2457293.35,8.7,Vis.
2457293.604,8.6,Vis.
2457294.33125,8.1,Vis.
2457294.33333,8.4,Vis.
2457294.4382,8.7,Vis.
2457295.2472,8.5,Vis.
2457295.4,8.4,Vis.
2457295.61,8.5,Vis.
2457296.3201,8.2,Vis.
2457296.3931,8.3,Vis.
2457296.67153,8.5,Vis.
2457297.3,8.5,Vis.
2457297.3472,8.1,Vis.
2457297.5,8.3,Vis.
2457298.23056,8.3,Vis.
2457298.3,8.2,Vis.
2457298.302,8.4,Vis.
2457298.32,8.3,Vis.
2457298.34,8.4,Vis.
2457298.4035,8.1,Vis.
2457299.3,7.8,Vis.
2457299.3083,8,Vis.
2457299.34722,8.6,Vis.
2457299.5069,8,Vis.
2457299.5882,8.1,Vis.
2457300.68727,8.4,Vis.
2457302.36,7.8,Vis.
2457302.76389,8.4,Vis.
2457303.372,8.4,Vis.
2457303.6,8.1,Vis.
2457304.2451,8,Vis.
2457305.21875,7.8,Vis.
2457305.37,7.7,Vis.
2457306.25833,8,Vis.
2457306.26458,8,Vis.
2457306.3979,8,Vis.
2457306.52153,8.4,Vis.
2457306.5458,7.9,Vis.
2457306.5882,8,Vis.
2457306.60903,8,Vis.
2457307.2486,7.8,Vis.
2457307.284,7.8,Vis.
2457307.3604,9.6,Vis.
2457307.4,7.8,Vis.
2457307.531,8.3,Vis.
2457308.3,8.2,Vis.
2457308.37,7.5,Vis.
2457309.5,8,Vis.
2457310.45069,8,Vis.
2457310.55,7.9,Vis.
2457312.25347,8.3,Vis.
2457312.4236,7.8,Vis.
2457312.58681,8.1,Vis.
2457313.22,7.9,Vis.
2457313.5,7.6,Vis.
2457314.16843,8.2,Vis.
2457314.66597,7.9,Vis.
2457315.2646,7.9,Vis.
2457316.28,7.5,Vis.
2457317.3,7.4,Vis.
2457318.2,8.2,Vis.
2457318.25,8.2,Vis.
2457318.38542,7.9,Vis.
2457318.434,7.8,Vis.
2457318.5285,7.6,Vis.
2457319.3181,7.7,Vis.
2457319.544,7.5,Vis.
2457321.19792,8.2,Vis.
2457321.23958,7.7,Vis.
2457321.24653,7.5,Vis.
2457321.34,7.5,Vis.
2457321.3861,7.7,Vis.
2457321.5083,7.5,Vis.
2457322.3146,7.5,Vis.
2457323.2611,7.6,Vis.
2457323.3,8,Vis.
2457324.2333,7.5,Vis.
2457324.64514,7.5,Vis.
2457325.3,7.5,Vis.
2457325.403,7.22,Vis.
2457325.5,7.3,Vis.
2457326.22292,8.2,Vis.
2457326.25,7.8,Vis.
2457326.35,7.3,Vis.
2457326.367,7.4,Vis.
2457326.5167,7.6,Vis.
2457326.55,7.5,Vis.
2457326.6,7.6,Vis.
2457327.2875,7.4,Vis.
2457327.29,7.5,Vis.
2457327.374,7.05,Vis.
2457328.2326,7.6,Vis.
2457328.271,7.8,Vis.
2457328.3,7.4,Vis.
2457328.3229,7.7,Vis.
2457328.35278,7.5,Vis.
2457328.3736,7.8,Vis.
2457328.409,7.12,Vis.
2457329.2473,7.6,Vis.
2457329.353,7.4,Vis.
2457329.39792,7.8,Vis.
2457329.4368,7.6,Vis.
2457329.5,7.4,Vis.
2457329.5465,7.6,Vis.
2457329.611,8,Vis.
2457329.64583,7.7,Vis.
2457329.71042,7.5,Vis.
2457330.29306,7.6,Vis.
2457330.29375,7.5,Vis.
2457330.4063,7.6,Vis.
2457330.4125,7.4,Vis.
2457330.52222,8,Vis.
2457331.18,8.1,Vis.
2457331.2,7.4,Vis.
2457331.3,7.5,Vis.
2457331.5792,8,Vis.
2457333.18333,7,Vis.
2457333.5,7.5,Vis.
2457334.28,7.7,Vis.
2457334.378,7.9,Vis.
2457335.209,7.5,Vis.
2457335.23056,7.7,Vis.
2457335.23542,7.5,Vis.
2457335.2603,7.6,Vis.
2457335.53542,7.7,Vis.
2457335.614,7.5,Vis.
2457335.63958,7.5,Vis.
2457336.343,7.28,Vis.
2457336.5,7.8,Vis.
2457337.2,8.1,Vis.
2457337.31528,7.9,Vis.
2457337.31736,7.4,Vis.
2457338.23,7.7,Vis.
2457338.3,7.7,Vis.
2457338.36181,7.6,Vis.
2457338.4,7.9,Vis.
2457339.2271,7.4,Vis.
2457339.3,7.8,Vis.
2457339.3,7.8,Vis.
2457339.3215,8.2,Vis.
2457339.3639,7.8,Vis.
2457339.42,7.5,Vis.
2457339.49514,7.9,Vis.
2457340.17778,7,Vis.
2457341.29722,8,Vis.
2457342.23889,7.5,Vis.
2457342.258,7.4,Vis.
2457342.3312,8,Vis.
2457342.4,7.8,Vis.
2457342.4854,7.9,Vis.
2457342.5,7.8,Vis.
2457342.5,7.6,Vis.
2457342.614,8.6,Vis.
2457343.23,8.3,Vis.
2457344.38,7.9,Vis.
2457345.2465,7.7,Vis.
2457345.56319,7.7,Vis.
2457346.5,7.9,Vis.
2457347.17153,7.2,Vis.
2457348.306,8.5,Vis.
2457348.36,8,Vis.
2457349.22361,7.7,Vis.
2457349.24167,7.9,Vis.
2457349.55139,8,Vis.
2457350.2,8.1,Vis.
2457350.4,7.8,Vis.
2457350.4,7.9,Vis.
2457350.4292,7.7,Vis.
2457352.578,8.5,Vis.
2457354.22917,8.1,Vis.
2457354.2861,8,Vis.
2457354.28819,8.1,Vis.
2457354.33,8,Vis.
2457355.35694,8,Vis.
2457356.52222,8.2,Vis.
2457357.2646,8.5,Vis.
2457357.3,8.4,Vis.
2457357.5,8.1,Vis.
2457358.2,8.5,Vis.
2457358.2632,8.4,Vis.
2457358.28,10,Vis.
2457358.3,7.9,Vis.
2457358.4,8,Vis.
2457358.92986,7.8,Vis.
2457359.25,8.2,Vis.
2457359.56389,8.2,Vis.
2457361.3229,8.4,Vis.
2457361.385,8.4,Vis.
2457361.5,8.4,Vis.
2457363.3,8.2,Vis.
2457364.1563,8.7,Vis.
2457364.28958,8.2,Vis.
2457364.30556,8.7,Vis.
2457364.31458,8.5,Vis.
2457365.2549,8.8,Vis.
2457365.3,8.5,Vis.
2457365.549,8.7,Vis.
2457366.25833,8.6,Vis.
2457367.1903,8.5,Vis.
2457367.4153,8.7,Vis.
2457368.3,8.5,Vis.
2457368.684,8.7,Vis.
2457369.3,8.9,Vis.
2457369.4,8.5,Vis.
2457370.27361,9,Vis.
2457371.53403,9.1,Vis.
2457373.5,9.4,Vis.
2457375.57222,9.8,Vis.
2457375.7208,9.1,Vis.
2457376.33,9,Vis.
2457376.6813,9.3,Vis.
2457377.2111,9.2,Vis.
2457377.3,9.6,Vis.
2457377.5,9.1,Vis.
2457379.3,9,Vis.
2457379.3,8.9,Vis.
2457379.6979,9.3,Vis.
2457380.2,9.8,Vis.
2457380.341,9.4,Vis.
2457381.25,9.7,Vis.
2457383.20556,9.4,Vis.
2457384.24444,9.4,Vis.
2457385.34028,10.3,Vis.
2457386.2444,10.2,Vis.
2457387.2125,9.6,Vis.
2457387.22,10.5,Vis.
2457387.24931,9.8,Vis.
2457387.25208,10,Vis.
2457387.2965,10.2,Vis.
2457387.3,9.1,Vis.
2457387.3694,10.2,Vis.
2457388.31,10.5,Vis.
2457390.2306,10.3,Vis.
2457390.47222,10.7,Vis.
2457391.22,10.7,Vis.
2457391.225,10,Vis.
2457391.22917,10.3,Vis.
2457391.25,10.4,Vis.
2457391.5,10.1,Vis.
2457392.2187,10.9,Vis.
2457393.19444,10.1,Vis.
2457394.7389,10.7,Vis.
2457395.53958,10.5,Vis.
2457395.7021,10.8,Vis.
2457396.275,10.9,Vis.
2457397.3569,11,Vis.
2457400.3201,11.4,Vis.
2457400.52986,11.1,Vis.
2457403.2868,10,Vis.
2457405.2021,11.2,Vis.
2457405.2653,11.1,Vis.
2457405.9,11.5,Vis.
2457406.2,11.2,Vis.
2457409.2,11.8,Vis.
2457409.725,11.7,Vis.
2457410.23264,11.7,Vis.
2457410.23472,11.7,Vis.
2457411.025,10.7,Vis.
2457412.3,12,Vis.
2457416.24444,11.8,Vis.
2457416.24861,11.7,Vis.
2457416.6986,12.1,Vis.
2457417.01458,11.9,Vis.
2457417.2,11.5,Vis.
2457424.0125,12,Vis.
2457425.6951,12.4,Vis.
2457426,12,Vis.
2457429.01111,12,Vis.
2457434.2375,12.3,Vis.
2457435.6972,12,Vis.
2457435.7042,12.3,Vis.
2457436.8,11.9,Vis.
2457436.99028,11.9,Vis.
2457442.6944,11.7,Vis.
2457443.9875,11.7,Vis.
2457444.7097,11.6,Vis.
2457445.6493,11.5,Vis.
2457451.7153,11.2,Vis.
2457453.9,10.8,Vis.
2457456.675,10.9,Vis.
2457462.68,9.8,Vis.
2457463.6118,10.5,Vis.
2457464.8,9.9,Vis.
2457465.58,10,Vis.
2457465.6368,10.3,Vis.
2457465.6528,9.9,Vis.
2457465.68,9.7,Vis.
2457469.69,8.9,Vis.
2457472.97431,9.5,Vis.
2457474.63,8.8,Vis.
2457476.63,8.8,Vis.
2457476.9,8.9,Vis.
2457476.909,8.8,Vis.
2457478.4139,8.8,Vis.
2457479.573,8.9,Vis.
2457480.5979,8.7,Vis.
2457481.5799,8.7,Vis.
2457481.95069,8.6,Vis.
2457484.5285,8.2,Vis.
2457485.3951,8.5,Vis.
2457485.64,7.7,Vis.
2457486.3882,8.1,Vis.
2457487.3847,8,Vis.
2457487.8,7.8,Vis.
2457488.58,8.3,Vis.
2457489.4854,7.8,Vis.
2457490.6361,8.2,Vis.
2457490.8313,7.6,Vis.
2457491.4944,7.7,Vis.
2457492.6146,7.4,Vis.
2457493.4472,7.7,Vis.
2457493.8722,7.2,Vis.
2457494.3,7.5,Vis.
2457494.3285,7.7,Vis.
2457494.56,7.3,Vis.
2457495.503,7.9,Vis.
2457495.66,7.8,Vis.
2457495.9014,7.3,Vis.
2457496.6125,7.7,Vis.
2457496.9,7.5,Vis.
2457497.4028,7.3,Vis.
2457497.5639,7.6,Vis.
2457498.85,7.4,Vis.
2457499.35,8,Vis.
2457499.3847,7.3,Vis.
2457499.3938,7.5,Vis.
2457500.3931,7.5,Vis.
2457500.3951,7.1,Vis.
2457501.4965,7.5,Vis.
2457501.646,7.4,Vis.
2457501.92778,7.3,Vis.
2457502.41597,7.5,Vis.
2457502.4667,7.5,Vis.
2457503.5625,7.5,Vis.
2457504.5139,7.1,Vis.
2457504.521,7.6,Vis.
2457504.56,7,Vis.
2457504.925,7.5,Vis.
2457505.8417,7,Vis.
2457506.8,7.3,Vis.
2457507.3438,7.5,Vis.
2457507.4514,7.4,Vis.
2457508.39,7.5,Vis.
2457508.4153,7.3,Vis.
2457509.5,7.3,Vis.
2457509.51875,7.7,Vis.
2457509.566,7.5,Vis.
2457510.3646,7.5,Vis.
2457511.339,7.3,Vis.
2457511.36,6.8,Vis.
2457512.4604,7.6,Vis.
2457512.90694,7.1,Vis.
2457513.355,7.2,Vis.
2457513.524,7.6,Vis.
2457513.6236,8,Vis.
2457513.8736,7.2,Vis.
2457514.385,7.2,Vis.
2457514.4132,7.5,Vis.
2457515.359,7.3,Vis.
2457515.376,7.5,Vis.
2457515.3806,7.5,Vis.
2457515.3979,7.6,Vis.
2457515.4097,7.3,Vis.
2457515.4229,7.9,Vis.
2457516.325,7.5,Vis.
2457516.3681,7.5,Vis.
2457516.378,7.2,Vis.
2457516.38,7.2,Vis.
2457516.48,7.1,Vis.
2457516.51,7.5,Vis.
2457516.6,7.2,Vis.
2457516.8667,7.4,Vis.
2457517.3,8.1,Vis.
2457517.368,7,Vis.
2457517.3875,7.6,Vis.
2457518.384,7.3,Vis.
2457518.389,7.2,Vis.
2457518.3958,7.5,Vis.
2457518.8,7.6,Vis.
2457519.3427,7.75,Vis.
2457519.3549,7.5,Vis.
2457519.37917,7.6,Vis.
2457519.386,7.4,Vis.
2457520.3944,7.6,Vis.
2457520.5229,7.5,Vis.
2457521.5764,7.6,Vis.
2457521.76736,8,Vis.
2457522.4653,7.5,Vis.
2457523.397,7.4,Vis.
2457523.59,7.2,Vis.
2457524.5,7.9,Vis.
2457525.441,7.9,Vis.
2457529.4444,7.7,Vis.
2457529.71458,8.1,Vis.
2457531.4,7.7,Vis.
2457531.51,7.9,Vis.
2457531.62222,7.7,Vis.
2457531.8,8,Vis.
2457531.8375,7.7,Vis.
2457534.5,8,Vis.
2457535.3,8.3,Vis.
2457535.406,7.4,Vis.
2457535.4493,8,Vis.
2457535.4556,8,Vis.
2457536.4535,7.9,Vis.
2457536.458,8.1,Vis.
2457537.4,8.2,Vis.
2457537.50069,7.9,Vis.
2457537.51,7.8,Vis.
2457537.69583,8.3,Vis.
2457538.3771,8.1,Vis.
2457539.39,8.3,Vis.
2457539.3951,8.3,Vis.
2457540.39,8,Vis.
2457542.6,8.3,Vis.
2457542.7653,8,Vis.
2457543.33889,8.5,Vis.
2457543.4229,8.3,Vis.
2457543.45139,8.4,Vis.
2457543.47639,8.3,Vis.
2457543.6,8.3,Vis.
2457543.79514,8.4,Vis.
2457545.434,8.3,Vis.
2457545.46667,8.3,Vis.
2457545.5,8.5,Vis.
2457546.4,8.6,Vis.
2457546.4181,8.3,Vis.
2457546.43,7.9,Vis.
2457546.45486,8.3,Vis.
2457546.497,8.6,Vis.
2457546.68056,8.5,Vis.
2457547.4,8.3,Vis.
2457547.42986,8.5,Vis.
2457547.44861,8.3,Vis.
2457547.4601,8.4,Vis.
2457547.6,8.5,Vis.
2457547.69236,8.2,Vis.
2457548.28611,8.3,Vis.
2457548.41,8.4,Vis.
2457548.4271,8.4,Vis.
2457549.4167,8.4,Vis.
2457549.41736,8.4,Vis.
2457550.4167,8.5,Vis.
2457551.41319,8.7,Vis.
2457551.43,8.8,Vis.
2457552.6,8.7,Vis.
2457555.28264,8.7,Vis.
2457555.3938,8.7,Vis.
2457556.3,8.6,Vis.
2457556.4,8.8,Vis.
2457556.4451,8.9,Vis.
2457556.72639,9,Vis.
2457557.29722,8.8,Vis.
2457557.4014,8.7,Vis.
2457557.44,8.8,Vis.
2457557.656,8.8,Vis.
2457558.384,8.8,Vis.
2457558.44,9,Vis.
2457559.67986,8.7,Vis.
2457559.7347,8.65,Vis.
2457561.3944,8.8,Vis.
2457561.42986,9.1,Vis.
2457561.5354,9.3,Vis.
2457562.4014,9.4,Vis.
2457562.4028,8.9,Vis.
2457562.4312,9.1,Vis.
2457562.6,9.1,Vis.
2457563.384,8.5,Vis.
2457563.4153,9,Vis.
2457563.44,8.8,Vis.
2457564.30278,8.9,Vis.
2457564.4035,9.1,Vis.
2457564.6875,9.4,Vis.
2457564.7431,8.9,Vis.
2457565.638,9.3,Vis.
2457565.65139,9.1,Vis.
2457565.716,9,Vis.
2457566.3889,9.2,Vis.
2457566.62917,8.7,Vis.
2457567.36597,9.3,Vis.
2457568.3,8.7,Vis.
2457568.3674,9.2,Vis.
2457569.39,8.6,Vis.
2457569.7681,9.6,Vis.
2457570.4,9.5,Vis.
2457571.29653,9.2,Vis.
2457571.3965,9.3,Vis.
2457571.41944,9.4,Vis.
2457571.42153,9.5,Vis.
2457571.434,9.1,Vis.
2457571.44,8.9,Vis.
2457572.4417,9.3,Vis.
2457572.4576,9.3,Vis.
2457572.5,9.5,Vis.
2457572.65903,9.5,Vis.
2457573.384,9.5,Vis.
2457573.50278,8.8,Vis.
2457573.6,9.3,Vis.
2457573.68333,9.5,Vis.
2457573.6986,9.7,Vis.
2457574.28472,9.3,Vis.
2457574.3972,9.3,Vis.
2457575.39,9,Vis.
2457575.48889,8.8,Vis.
2457575.5382,9.9,Vis.
2457576.3771,9.4,Vis.
2457576.5,9,Vis.
2457576.64,9.4,Vis.
2457577.29653,9.3,Vis.
2457577.4,9.2,Vis.
2457577.4528,10.2,Vis.
2457577.5,9.8,Vis.
2457577.70764,9.7,Vis.
2457578.44,9.1,Vis.
2457579.4,10,Vis.
2457579.4,10.2,Vis.
2457579.42292,8.8,Vis.
2457580.3,9.9,Vis.
2457580.633,9.9,Vis.
2457582.66667,9.8,Vis.
2457583.4076,9.3,Vis.
2457583.459,9.8,Vis.
2457583.47,9.8,Vis.
2457583.5,9.9,Vis.
2457584.4167,10.1,Vis.
2457584.5799,10.3,Vis.
2457584.8,9.8,Vis.
2457585.4396,10,Vis.
2457586.47,9.9,Vis.
2457586.643,9.2,Vis.
2457587.64931,10.5,Vis.
2457588.3792,9.9,Vis.
2457588.4639,10.2,Vis.
2457588.46875,10.9,Vis.
2457589.3701,10.2,Vis.
2457589.56,10.3,Vis.
2457590.3583,10.2,Vis.
2457590.635,10.6,Vis.
2457591.4688,10.5,Vis.
2457591.67431,10.3,Vis.
2457592.3583,10.8,Vis.
2457592.47,10.1,Vis.
2457592.71736,10.5,Vis.
2457593.5104,10.9,Vis.
2457593.6,10.3,Vis.
2457593.78137,11.2,Vis.
2457594.3,11,Vis.
2457594.3972,10.8,Vis.
2457595.5,10.5,Vis.
2457596.3889,10.9,Vis.
2457598.29583,10,Vis.
2457599.43,10.8,Vis.
2457599.47,10.6,Vis.
2457600.3701,10.7,Vis.
2457601.4181,10.9,Vis.
2457602.27708,10.6,Vis.
2457602.366,11.1,Vis.
2457602.5,11,Vis.
2457602.50972,11,Vis.
2457602.51181,11.5,Vis.
2457602.65764,12,Vis.
2457603.3792,10.9,Vis.
2457603.42639,11.4,Vis.
2457603.6,10.9,Vis.
2457604.36042,11,Vis.
2457604.4,11.8,Vis.
2457605.36,11.9,Vis.
2457605.7729,11.1,Vis.
2457606.3,11.3,Vis.
2457607.38,11.2,Vis.
2457607.6556,11.3,Vis.
2457607.7435,11.6,Vis.
2457607.74653,11.5,Vis.
2457608.3632,11.2,Vis.
2457608.4,11.4,Vis.
2457608.55,11.9,Vis.
2457608.6,11.5,Vis.
2457609.28125,11.2,Vis.
2457609.661,11.1,Vis.
2457611.46875,11.5,Vis.
2457611.47153,11.2,Vis.
2457611.65625,11.6,Vis.
2457612.6,11.5,Vis.
2457613.27431,11.6,Vis.
2457613.62,11.9,Vis.
2457618.3,11.7,Vis.
2457619.3167,11.6,Vis.
2457620.37361,12,Vis.
2457620.4444,11.9,Vis.
2457621.614,11.2,Vis.
2457622.375,10.9,Vis.
2457623.26944,11.6,Vis.
2457623.4146,11.8,Vis.
2457623.7208,11.5,Vis.
2457624.59792,11.1,Vis.
2457625.31181,11.1,Vis.
2457625.61736,11.6,Vis.
2457626.46597,11.5,Vis.
2457627.38611,11.5,Vis.
2457627.38819,11.1,Vis.
2457627.39653,11.3,Vis.
2457627.4,12.1,Vis.
2457627.6,11.7,Vis.
2457627.60556,11.8,Vis.
2457627.62,11.3,Vis.
2457628.27153,11.3,Vis.
2457628.74167,11.4,Vis.
2457629.3,11.6,Vis.
2457629.4,11,Vis.
2457629.4306,10.9,Vis.
2457629.86181,11.2,Vis.
2457630.6215,11.7,Vis.
2457630.65487,11.3,Vis.
2457631.3604,11.2,Vis.
2457631.6,11.4,Vis.
2457632.3403,11.6,Vis.
2457632.59,11.3,Vis.
2457632.6,11.3,Vis.
2457632.6389,11.3,Vis.
2457633.3,11.1,Vis.
2457633.3,12.4,Vis.
2457633.3396,11.6,Vis.
2457633.6,10.4,Vis.
2457633.6125,11.7,Vis.
2457634.25556,11,Vis.
2457635.59,10.6,Vis.
2457636.3132,11.6,Vis.
2457636.596,10.7,Vis.
2457636.6722,11,Vis.
2457637.7,10.9,Vis.
2457638.6,10.2,Vis.
2457638.6042,11,Vis.
2457639.29,10.7,Vis.
2457639.30486,10.6,Vis.
2457639.30486,10.8,Vis.
2457639.33,10.6,Vis.
2457639.4236,10.7,Vis.
2457639.425,10.9,Vis.
2457639.6,10.8,Vis.
2457640.3,10.5,Vis.
2457640.3174,11.1,Vis.
2457640.45,11,Vis.
2457641.24583,10.3,Vis.
2457641.42708,10.2,Vis.
2457641.60069,10.6,Vis.
2457641.78542,10.4,Vis.
2457642.59,10.1,Vis.
2457643.2889,10.7,Vis.
2457643.3354,10.7,Vis.
2457644.36042,10.2,Vis.
2457644.3625,10.2,Vis.
2457645.3653,10.5,Vis.
2457646.2778,10.4,Vis.
2457646.8,9.7,Vis.
2457647.2986,10.3,Vis.
2457649.24444,9.9,Vis.
2457649.41,9.1,Vis.
2457651.3778,10.1,Vis.
2457651.40278,9.5,Vis.
2457651.66111,9.7,Vis.
2457652.3583,9.77,Vis.
2457652.61875,9.5,Vis.
2457653.35417,9.3,Vis.
2457653.35486,9.4,Vis.
2457654.58,8.9,Vis.
2457655.3292,9.5,Vis.
2457655.36111,8.2,Vis.
2457655.5,8.8,Vis.
2457655.59444,10,Vis.
2457656.2729,9.1,Vis.
2457656.3597,9.3,Vis.
2457656.36597,8.6,Vis.
2457656.6,8.8,Vis.
2457656.6215,9.5,Vis.
2457657.28,9.9,Vis.
2457657.39375,8.5,Vis.
2457658.29514,9.2,Vis.
2457658.42,8.8,Vis.
2457658.69097,8.9,Vis.
2457659.29028,8.7,Vis.
2457659.29653,8.8,Vis.
2457659.574,8.9,Vis.
2457660.31,8.6,Vis.
2457661.3451,8.6,Vis.
2457661.4,8.2,Vis.
2457662.41,8,Vis.
2457662.57153,8.6,Vis.
2457663.5146,8.3,Vis.
2457664.5,8.5,Vis.
2457664.72986,8.6,Vis.
2457665.3694,8.14,Vis.
2457665.3965,8.4,Vis.
2457665.4,7.9,Vis.
2457666.3965,8.1,Vis.
2457666.6,7.9,Vis.
2457667.6903,7.7,Vis.
2457668.5549,8.2,Vis.
2457669.3,8.4,Vis.
2457670.20764,8.3,Vis.
2457671.31,8.1,Vis.
2457671.4,7.5,Vis.
2457671.65903,7.6,Vis.
2457672.4056,7.77,Vis.
2457672.41,6.8,Vis.
2457674.594,7.2,Vis.
2457676.21875,7.2,Vis.
2457677.27222,7.4,Vis.
2457677.35625,8,Vis.
2457677.58403,7.3,Vis.
2457678.36875,7.3,Vis.
2457678.44,7,Vis.
2457679.35764,7.4,Vis.
2457680.4028,7.11,Vis.
2457680.6,7.3,Vis.
2457682.4,7,Vis.
2457682.5,7.2,Vis.
2457683.3,7.3,Vis.
2457683.33,7,Vis.
2457683.59583,7.3,Vis.
2457684.3,8,Vis.
2457684.32986,7.3,Vis.
2457685.267,7.8,Vis.
2457687.30694,7,Vis.
2457689.5,7,Vis.
2457689.56944,6.8,Vis.
2457690.22,7.3,Vis.
2457690.4514,7.16,Vis.
2457690.5,7.1,Vis.
2457691.24931,6.8,Vis.
2457691.26667,7,Vis.
2457691.35,7.2,Vis.
2457691.7125,7.1,Vis.
2457692.2083,7.3,Vis.
2457692.4,7.3,Vis.
2457693.259,6.66,Vis.
2457693.3,7.3,Vis.
2457693.32222,7.2,Vis.
2457693.3458,6.7,Vis.
2457693.4,7.6,Vis.
2457693.538,7.3,Vis.
2457694.32083,7.1,Vis.
2457694.4,7.2,Vis.
2457694.438,7.7,Vis.
2457695.18264,7,Vis.
2457695.442,7.26,Vis.
2457696.27,7.1,Vis.
2457696.27,7,Vis.
2457696.4271,7,Vis.
2457697.2,8,Vis.
2457699.191,7.3,Vis.
2457699.5,7.2,Vis.
2457700.3021,6.9,Vis.
2457700.5,7,Vis.
2457700.634,6.9,Vis.
2457701.3319,6.9,Vis.
2457701.3681,7.2,Vis.
2457702.4278,7.05,Vis.
2457703.23958,7,Vis.
2457703.26,7.1,Vis.
2457703.3153,6.7,Vis.
2457704.24236,7,Vis.
2457704.327,7.3,Vis.
2457705.2819,6.8,Vis.
2457706.3125,7.3,Vis.
2457706.41319,7.4,Vis.
2457706.58819,6.9,Vis.
2457707.3785,7.2,Vis.
2457708.2708,6.9,Vis.
2457708.57292,6.8,Vis.
2457709.3389,7,Vis.
2457710.3,6.5,Vis.
2457710.5,7.2,Vis.
2457710.51458,6.9,Vis.
2457711.18611,7,Vis.
2457712.2,8,Vis.
2457712.4,7.3,Vis.
2457713.2319,7.6,Vis.
2457713.2938,7.4,Vis.
2457714.25,7.2,Vis.
2457714.28,7.2,Vis.
2457714.3,7.2,Vis.
2457715.2,6.6,Vis.
2457715.2056,7.2,Vis.
2457715.416,7.3,Vis.
2457715.4465,7.6,Vis.
2457716.3181,7.5,Vis.
2457716.55833,7.5,Vis.
2457717.23819,7.1,Vis.
2457717.27222,7.2,Vis.
2457717.3264,7.6,Vis.
2457718.2715,7.9,Vis.
2457718.28472,7,Vis.
2457718.29,7.9,Vis.
2457718.3958,7.4,Vis.
2457718.4,7.5,Vis.
2457719.234,7.8,Vis.
2457719.3,7.3,Vis.
2457720.2472,7.8,Vis.
2457720.28264,7.4,Vis.
2457720.3,7,Vis.
2457720.6,7.5,Vis.
2457720.6868,7.6,Vis.
2457721.2,6.8,Vis.
2457721.22569,7.6,Vis.
2457721.2451,7.3,Vis.
2457721.2507,7.7,Vis.
2457721.3083,7.6,Vis.
2457721.3236,7.6,Vis.
2457721.357,7.3,Vis.
2457721.434,8,Vis.
2457722.22431,7.4,Vis.
2457722.23,7.3,Vis.
2457722.24,7.4,Vis.
2457722.26042,7.7,Vis.
2457722.3,7.5,Vis.
2457723.24,7.5,Vis.
2457723.2444,7.8,Vis.
2457723.2771,6.8,Vis.
2457723.57986,7.5,Vis.
2457724.3236,7.8,Vis.
2457725.2021,7.6,Vis.
2457725.2493,7.9,Vis.
2457725.26528,7.7,Vis.
2457725.3,7.7,Vis.
2457725.3,6.8,Vis.
2457725.36,7.2,Vis.
2457726.2,8,Vis.
2457726.22,7.9,Vis.
2457726.3,7.4,Vis.
2457726.3,7.6,Vis.
2457726.3111,7.7,Vis.
2457726.3354,8.1,Vis.
2457726.3382,7.3,Vis.
2457726.34306,7.6,Vis.
2457726.4,7.3,Vis.
2457727.242,7.4,Vis.
2457727.2624,8.8,Vis.
2457727.3,7.6,Vis.
2457727.30417,7.8,Vis.
2457727.3569,7.9,Vis.
2457727.4319,7.6,Vis.
2457727.7,7.7,Vis.
2457728.3,6.9,Vis.
2457728.33,8,Vis.
2457729.24,7.4,Vis.
2457729.2847,7.5,Vis.
2457729.3118,7.7,Vis.
2457729.31319,7.6,Vis.
2457729.31736,7.6,Vis.
2457730.6,7.8,Vis.
2457731.2715,7.7,Vis.
2457731.2764,7.3,Vis.
2457731.4347,7.6,Vis.
2457732.23264,7.8,Vis.
2457732.4,7.8,Vis.
2457733.2174,7.7,Vis.
2457734.25,7.6,Vis.
2457735.7188,7.6,Vis.
2457736.2312,7.9,Vis.
2457737.2208,8,Vis.
2457737.26,7.7,Vis.
2457738.54375,8.2,Vis.
2457739.22,8.2,Vis.
2457739.3,8,Vis.
2457739.3,7.9,Vis.
2457739.3,7.7,Vis.
2457739.7188,7.7,Vis.
2457740.3,8,Vis.
2457741.25,7.8,Vis.
2457741.5,8.3,Vis.
2457742.3,8,Vis.
2457742.7257,7.8,Vis.
2457743.1951,8,Vis.
2457743.20486,8.1,Vis.
2457744.1972,8,Vis.
2457744.35347,8,Vis.
2457745.3,8.1,Vis.
2457747.52292,8.4,Vis.
2457748.25,8.1,Vis.
2457749.24,8.9,Vis.
2457749.253,8.7,Vis.
2457749.2993,8.6,Vis.
2457749.3,8.4,Vis.
2457749.3,8.6,Vis.
2457750.21111,8.5,Vis.
2457750.21528,8.9,Vis.
2457750.2389,8.9,Vis.
2457750.3,8.4,Vis.
2457751.2,9,Vis.
2457751.2,8.5,Vis.
2457751.25,8.6,Vis.
2457751.27361,8.7,Vis.
2457751.3,8.6,Vis.
2457752.258,8.8,Vis.
2457752.416,8.7,Vis.
2457752.7243,8.7,Vis.
2457753.21319,8.5,Vis.
2457753.2297,9,Vis.
2457753.4306,8.7,Vis.
2457753.5,8.7,Vis.
2457754.3,9.1,Vis.
2457754.3,8.7,Vis.
