JD,Magnitude,Band
2455216.2,7.5,Vis.
2455229.2,7.5,Vis.
2455254,7.5,Vis.
2455257.69,7.5,Vis.
2455397.45556,7.5,Vis.
2455398.44167,7.5,Vis.
2455404.39,7.5,Vis.
2455409.38,7.5,Vis.
2455430.40417,7.5,Vis.
2455436.54,7.5,Vis.
2455440.4,7.5,Vis.
2455598.32292,7.5,Vis.
2455600.59,7.5,Vis.
2455601.259,7.5,Vis.
2455602.9,7.5,Vis.
2455605.5,7.5,Vis.
2455608.57,7.5,Vis.
2455616.2431,7.5,Vis.
2455617.6493,7.5,Vis.
2455618.6174,7.5,Vis.
2455619.56,7.5,Vis.
2455620.65,7.5,Vis.
2455621.4743,7.5,Vis.
2455622.4438,7.5,Vis.
2455623.4472,7.5,Vis.
2455623.7049,7.5,Vis.
2455627.6,7.5,Vis.
2455628.5,7.5,Vis.
2455635.9,7.5,Vis.
2455776.39,7.5,Vis.
2455777.3505,7.5,Vis.
2455777.4,7.5,Vis.
2455778.3979,7.5,Vis.
2455778.4889,7.5,Vis.
2455779.3646,7.5,Vis.
2455780.3375,7.5,Vis.
2455781.4,7.5,Vis.
2455781.6,7.5,Vis.
2455782.3771,7.5,Vis.
2455790.4,7.5,Vis.
2455790.6,7.5,Vis.
2455792.6,7.5,Vis.
2455793.34,7.5,Vis.
2455802.62,7.5,Vis.
2455807.3,7.5,Vis.
2455808.3375,7.5,Vis.
2455815.29,7.5,Vis.
2455817.41,7.5,Vis.
2455819.4,7.5,Vis.
2455819.4944,7.5,Vis.
2455820.4,7.5,Vis.
2455823.4382,7.5,Vis.
2455823.5,7.5,Vis.
2455828.4903,7.5,Vis.
2455829.3694,7.5,Vis.
2455831.3465,7.5,Vis.
2455834.29,7.5,Vis.
2455980.65,7.5,Vis.
2455982.9,7.5,Vis.
2455985.9,7.5,Vis.
2455995.6951,7.5,Vis.
2456004.67,7.5,Vis.
2456004.8,7.5,Vis.
2456010.66,7.5,Vis.
2456011.6215,7.5,Vis.
2456019.5931,7.5,Vis.
2456023.55,7.5,Vis.
2456155.7167,7.5,Vis.
2456159.51,7.5,Vis.
2456160.6,7.5,Vis.
2456167.6146,7.5,Vis.
2456168.3,7.5,Vis.
2456171.4,7.5,Vis.
2456178.39,7.5,Vis.
2456179.475,7.5,Vis.
2456180.3347,7.5,Vis.
2456180.4556,7.5,Vis.
2456184.3854,7.5,Vis.
2456185.4,7.5,Vis.
2456187.2778,7.5,Vis.
2456188.2833,7.5,Vis.
2456191.4,7.5,Vis.
2456199.3236,7.5,Vis.
2456201.3278,7.5,Vis.
2456203.4215,7.5,Vis.
2456205.2872,7.5,Vis.
2456206.6,7.5,Vis.
2456209.5,7.5,Vis.
2456209.5715,7.5,Vis.
2456211.4,7.5,Vis.
2456215.29,7.5,Vis.
2456370.62,7.5,Vis.
2456377.6944,7.5,Vis.
2456384.8,7.5,Vis.
2456386.4965,7.5,Vis.
2456411.4,7.5,Vis.
2456534.60139,7.5,Vis.
2456536.3,7.5,Vis.
2456537.42778,7.5,Vis.
2456539.29,7.5,Vis.
2456539.3217,7.5,Vis.
2456550.33,7.5,Vis.
2456580.42,7.5,Vis.
2456586.60625,7.5,Vis.
2456587.33,7.5,Vis.
2456587.3868,7.5,Vis.
2456588.3264,7.5,Vis.
2456590.6,7.5,Vis.
2456591.31944,7.5,Vis.
2456592.2486,7.5,Vis.
2456599.34,7.5,Vis.
2456925.4,7.5,Vis.
2456926.48,7.5,Vis.
2456926.6,7.5,Vis.
2456927.6,7.5,Vis.
2456928.266,7.5,Vis.
2456928.3417,7.5,Vis.
2456929.36,7.5,Vis.
2456929.5306,7.5,Vis.
2456930.75069,7.5,Vis.
2456932.3,7.5,Vis.
2456932.38,7.5,Vis.
2456933.2826,7.5,Vis.
2456934.2986,7.5,Vis.
2456934.35556,7.5,Vis.
2456935.3451,7.5,Vis.
2456935.4625,7.5,Vis.
2456937.61597,7.5,Vis.
2456940.37,7.5,Vis.
2456944.3072,7.5,Vis.
2456949.3,7.5,Vis.
2456949.3,7.5,Vis.
2456954.5361,7.5,Vis.
2456957.7,7.5,Vis.
2456958.25,7.5,Vis.
2456959.5,7.5,Vis.
2456960.4,7.5,Vis.
2456966.3,7.5,Vis.
2457098.6028,7.5,Vis.
2457102.67,7.5,Vis.
2457104.97431,7.5,Vis.
2457106.6292,7.5,Vis.
2457131.48,7.5,Vis.
2457139.4063,7.5,Vis.
2457139.55,7.5,Vis.
2457153.37361,7.5,Vis.
2457153.38333,7.5,Vis.
2457308.37,7.5,Vis.
2457316.28,7.5,Vis.
2457319.544,7.5,Vis.
2457321.24653,7.5,Vis.
2457321.34,7.5,Vis.
2457321.5083,7.5,Vis.
2457322.3146,7.5,Vis.
2457324.2333,7.5,Vis.
2457324.64514,7.5,Vis.
2457325.3,7.5,Vis.
2457326.55,7.5,Vis.
2457327.29,7.5,Vis.
2457328.35278,7.5,Vis.
2457329.71042,7.5,Vis.
2457330.29375,7.5,Vis.
2457331.3,7.5,Vis.
2457333.5,7.5,Vis.
2457335.209,7.5,Vis.
2457335.23542,7.5,Vis.
2457335.614,7.5,Vis.
2457335.63958,7.5,Vis.
2457339.42,7.5,Vis.
2457342.23889,7.5,Vis.
2457494.3,7.5,Vis.
2457496.9,7.5,Vis.
2457499.3938,7.5,Vis.
2457500.3931,7.5,Vis.
2457501.4965,7.5,Vis.
2457502.41597,7.5,Vis.
2457502.4667,7.5,Vis.
2457503.5625,7.5,Vis.
2457504.925,7.5,Vis.
2457507.3438,7.5,Vis.
2457508.39,7.5,Vis.
2457509.566,7.5,Vis.
2457510.3646,7.5,Vis.
2457514.4132,7.5,Vis.
2457515.376,7.5,Vis.
2457515.3806,7.5,Vis.
2457516.325,7.5,Vis.
2457516.3681,7.5,Vis.
2457516.51,7.5,Vis.
2457518.3958,7.5,Vis.
2457519.3549,7.5,Vis.
2457520.5229,7.5,Vis.
2457522.4653,7.5,Vis.
2457671.4,7.5,Vis.
2457716.3181,7.5,Vis.
2457716.55833,7.5,Vis.
2457718.4,7.5,Vis.
2457720.6,7.5,Vis.
2457722.3,7.5,Vis.
2457723.24,7.5,Vis.
2457723.57986,7.5,Vis.
2457729.2847,7.5,Vis.
2457914.55,7.5,Vis.
2458061.37,7.5,Vis.
2458064.25556,7.5,Vis.
2458075.2819,7.5,Vis.
2458080.18,7.5,Vis.
2458096.57083,7.5,Vis.
2458108.53611,7.5,Vis.
2458280.42,7.5,Vis.
2458453.23611,7.5,Vis.
2458457.5,7.5,Vis.
2458458.24861,7.5,Vis.
2458463.216,7.5,Vis.
2458463.62361,7.5,Vis.
2458479.48611,7.5,Vis.
2458486.2493,7.5,Vis.
2458487.4,7.5,Vis.
2458488.5,7.5,Vis.
2458492.74,7.5,Vis.
2458537.4896,7.5,Vis.
2458653.4,7.5,Vis.
2458661.44,7.5,Vis.
2458661.6,7.5,Vis.
2458688.3889,7.5,Vis.
2458820.4,7.5,Vis.
2458852.76,7.5,Vis.
2458883.74,7.5,Vis.
2455821.3138,7.53,Vis.
2456537.405,7.55,Vis.
2456949.351,7.58,Vis.
2456974.376,7.58,Vis.
2455208.2306,7.6,Vis.
2455257.64028,7.6,Vis.
2455274.57292,7.6,Vis.
2455411.4,7.6,Vis.
2455424.7,7.6,Vis.
2455425.4,7.6,Vis.
2455425.6,7.6,Vis.
2455425.6236,7.6,Vis.
2455427.4,7.6,Vis.
2455429.35972,7.6,Vis.
2455434.4,7.6,Vis.
2455434.6153,7.6,Vis.
2455436.59,7.6,Vis.
2455451.44583,7.6,Vis.
2455605.7181,7.6,Vis.
2455781.3931,7.6,Vis.
2455781.4,7.6,Vis.
2455790.4,7.6,Vis.
2455793.654,7.6,Vis.
2455797.549,7.6,Vis.
2455820.4,7.6,Vis.
2455822.3786,7.6,Vis.
2455828.38,7.6,Vis.
2455833.3792,7.6,Vis.
2455834.13125,7.6,Vis.
2455834.2986,7.6,Vis.
2455976.57,7.6,Vis.
2456012.5924,7.6,Vis.
2456016.7,7.6,Vis.
2456149.44,7.6,Vis.
2456162.46875,7.6,Vis.
2456162.6,7.6,Vis.
2456163.56,7.6,Vis.
2456175.53472,7.6,Vis.
2456187.3528,7.6,Vis.
2456191.4292,7.6,Vis.
2456213.4382,7.6,Vis.
2456356.6542,7.6,Vis.
2456357.4521,7.6,Vis.
2456367.6375,7.6,Vis.
2456382.653,7.6,Vis.
2456390.4549,7.6,Vis.
2456536.4106,7.6,Vis.
2456540.359,7.6,Vis.
2456579.309,7.6,Vis.
2456585.60556,7.6,Vis.
2456586.4,7.6,Vis.
2456587.6194,7.6,Vis.
2456589.25,7.6,Vis.
2456589.5653,7.6,Vis.
2456590.62778,7.6,Vis.
2456592.3,7.6,Vis.
2456592.33,7.6,Vis.
2456924.4201,7.6,Vis.
2456926.64895,7.6,Vis.
2456931.3,7.6,Vis.
2456934.3431,7.6,Vis.
2456946.4,7.6,Vis.
2456946.58681,7.6,Vis.
2456948.3069,7.6,Vis.
2456949.2438,7.6,Vis.
2456950.2826,7.6,Vis.
2456955.25,7.6,Vis.
2456955.29653,7.6,Vis.
2456955.38,7.6,Vis.
2456955.56667,7.6,Vis.
2456956.3583,7.6,Vis.
2456957.4028,7.6,Vis.
2456958.2438,7.6,Vis.
2456958.2535,7.6,Vis.
2456959.2917,7.6,Vis.
2456962.3229,7.6,Vis.
2456963.3181,7.6,Vis.
2456964.3069,7.6,Vis.
2456971.3118,7.6,Vis.
2456973.2347,7.6,Vis.
2457104.6535,7.6,Vis.
2457119.5757,7.6,Vis.
2457124.5757,7.6,Vis.
2457128.3944,7.6,Vis.
2457130.4396,7.6,Vis.
2457132.5847,7.6,Vis.
2457133.3813,7.6,Vis.
2457134.459,7.6,Vis.
2457136.4417,7.6,Vis.
2457137.3528,7.6,Vis.
2457139.521,7.6,Vis.
2457142.5632,7.6,Vis.
2457145.3903,7.6,Vis.
2457147.3903,7.6,Vis.
2457149.4083,7.6,Vis.
2457151.4014,7.6,Vis.
2457155.4,7.6,Vis.
2457313.5,7.6,Vis.
2457318.5285,7.6,Vis.
2457323.2611,7.6,Vis.
2457326.5167,7.6,Vis.
2457326.6,7.6,Vis.
2457328.2326,7.6,Vis.
2457329.2473,7.6,Vis.
2457329.4368,7.6,Vis.
2457329.5465,7.6,Vis.
2457330.29306,7.6,Vis.
2457330.4063,7.6,Vis.
2457335.2603,7.6,Vis.
2457338.36181,7.6,Vis.
2457342.5,7.6,Vis.
2457490.8313,7.6,Vis.
2457497.5639,7.6,Vis.
2457504.521,7.6,Vis.
2457512.4604,7.6,Vis.
2457513.524,7.6,Vis.
2457515.3979,7.6,Vis.
2457517.3875,7.6,Vis.
2457518.8,7.6,Vis.
2457519.37917,7.6,Vis.
2457520.3944,7.6,Vis.
2457521.5764,7.6,Vis.
2457671.65903,7.6,Vis.
2457693.4,7.6,Vis.
2457713.2319,7.6,Vis.
2457715.4465,7.6,Vis.
2457717.3264,7.6,Vis.
2457720.6868,7.6,Vis.
2457721.22569,7.6,Vis.
2457721.3083,7.6,Vis.
2457721.3236,7.6,Vis.
2457725.2021,7.6,Vis.
2457726.3,7.6,Vis.
2457726.34306,7.6,Vis.
2457727.3,7.6,Vis.
2457727.4319,7.6,Vis.
2457729.31319,7.6,Vis.
2457729.31736,7.6,Vis.
2457731.4347,7.6,Vis.
2457734.25,7.6,Vis.
2457735.7188,7.6,Vis.
2457840.4,7.6,Vis.
2458070.3125,7.6,Vis.
2458080.3174,7.6,Vis.
2458094.2,7.6,Vis.
2458111.2,7.6,Vis.
2458264.4,7.6,Vis.
2458273.5,7.6,Vis.
2458276.5,7.6,Vis.
2458453.2786,7.6,Vis.
2458454.55208,7.6,Vis.
2458457.39583,7.6,Vis.
2458464.4,7.6,Vis.
2458473.53333,7.6,Vis.
2458489.32,7.6,Vis.
2458497.76,7.6,Vis.
2458652.42,7.6,Vis.
2458663.5,7.6,Vis.
2458664.36,7.6,Vis.
2458817.28264,7.6,Vis.
2458822.209,7.6,Vis.
2458831.18611,7.6,Vis.
2458864.3167,7.6,Vis.
2458887.6889,7.6,Vis.
2458890.2535,7.6,Vis.
2455440.34,7.61,Vis.
2456944.395,7.61,Vis.
2457159.5486,7.62,Vis.
2456536.3738,7.65,Vis.
2458065.4028,7.65,Vis.
2455775.4569,7.68,Vis.
2455228.7361,7.7,Vis.
2455228.73611,7.7,Vis.
2455257.58681,7.7,Vis.
2455259.9,7.7,Vis.
2455260.73,7.7,Vis.
2455279.54861,7.7,Vis.
2455287.54861,7.7,Vis.
2455416.6,7.7,Vis.
2455418.37361,7.7,Vis.
2455420.5,7.7,Vis.
2455423.4451,7.7,Vis.
2455433.4785,7.7,Vis.
2455435.4,7.7,Vis.
2455435.5,7.7,Vis.
2455438.325,7.7,Vis.
2455440.33,7.7,Vis.
2455440.6,7.7,Vis.
2455443.66667,7.7,Vis.
2455445.4,7.7,Vis.
2455616.4604,7.7,Vis.
2455631.59,7.7,Vis.
2455631.7257,7.7,Vis.
2455634.58,7.7,Vis.
2455775.343,7.7,Vis.
2455776.3762,7.7,Vis.
2455776.5,7.7,Vis.
2455791.24375,7.7,Vis.
2455792.47361,7.7,Vis.
2455796.4,7.7,Vis.
2455801.712,7.7,Vis.
2455807.3,7.7,Vis.
2455811.12917,7.7,Vis.
2455825.3531,7.7,Vis.
2455831.3171,7.7,Vis.
2455835.34,7.7,Vis.
2455991.71,7.7,Vis.
2456013.8,7.7,Vis.
2456019.56,7.7,Vis.
2456155.3475,7.7,Vis.
2456157.7,7.7,Vis.
2456159.5457,7.7,Vis.
2456160.3239,7.7,Vis.
2456182.628,7.7,Vis.
2456184.78097,7.7,Vis.
2456205.3,7.7,Vis.
2456205.3687,7.7,Vis.
2456210.325,7.7,Vis.
2456217.2826,7.7,Vis.
2456384.3431,7.7,Vis.
2456384.56,7.7,Vis.
2456386.4229,7.7,Vis.
2456388.8,7.7,Vis.
2456422.4,7.7,Vis.
2456584.2431,7.7,Vis.
2456585.71238,7.7,Vis.
2456586.3681,7.7,Vis.
2456588.2472,7.7,Vis.
2456590.3118,7.7,Vis.
2456593.1146,7.7,Vis.
2456593.29375,7.7,Vis.
2456597.33,7.7,Vis.
2456761.57,7.7,Vis.
2456768.58,7.7,Vis.
2456777.57,7.7,Vis.
2456922.62014,7.7,Vis.
2456927.33,7.7,Vis.
2456928.3576,7.7,Vis.
2456934.36458,7.7,Vis.
2456939.285,7.7,Vis.
2456940.608,7.7,Vis.
2456953.6,7.7,Vis.
2456956.32,7.7,Vis.
2456963.28125,7.7,Vis.
2456965.2333,7.7,Vis.
2456967.2587,7.7,Vis.
2457099.5993,7.7,Vis.
2457099.8,7.7,Vis.
2457122.639,7.7,Vis.
2457132.618,7.7,Vis.
2457150.39,7.7,Vis.
2457153.4215,7.7,Vis.
2457154.3972,7.7,Vis.
2457155.5382,7.7,Vis.
2457161.47778,7.7,Vis.
2457305.37,7.7,Vis.
2457319.3181,7.7,Vis.
2457321.23958,7.7,Vis.
2457321.3861,7.7,Vis.
2457328.3229,7.7,Vis.
2457329.64583,7.7,Vis.
2457334.28,7.7,Vis.
2457335.23056,7.7,Vis.
2457335.53542,7.7,Vis.
2457338.23,7.7,Vis.
2457338.3,7.7,Vis.
2457345.2465,7.7,Vis.
2457345.56319,7.7,Vis.
2457349.22361,7.7,Vis.
2457350.4292,7.7,Vis.
2457485.64,7.7,Vis.
2457491.4944,7.7,Vis.
2457493.4472,7.7,Vis.
2457494.3285,7.7,Vis.
2457496.6125,7.7,Vis.
2457509.51875,7.7,Vis.
2457529.4444,7.7,Vis.
2457531.4,7.7,Vis.
2457531.62222,7.7,Vis.
2457531.8375,7.7,Vis.
2457667.6903,7.7,Vis.
2457694.438,7.7,Vis.
2457721.2507,7.7,Vis.
2457722.26042,7.7,Vis.
2457725.26528,7.7,Vis.
2457725.3,7.7,Vis.
2457726.3111,7.7,Vis.
2457727.7,7.7,Vis.
2457729.3118,7.7,Vis.
2457731.2715,7.7,Vis.
2457733.2174,7.7,Vis.
2457737.26,7.7,Vis.
2457739.3,7.7,Vis.
2457739.7188,7.7,Vis.
2457893.58,7.7,Vis.
2457907.5,7.7,Vis.
2457912.4,7.7,Vis.
2457917.42,7.7,Vis.
2457928.42,7.7,Vis.
2458113.7104,7.7,Vis.
2458114.28,7.7,Vis.
2458117.2556,7.7,Vis.
2458272.3,7.7,Vis.
2458273.46,7.7,Vis.
2458275.43,7.7,Vis.
2458278.43,7.7,Vis.
2458280.38,7.7,Vis.
2458283.42,7.7,Vis.
2458290.42,7.7,Vis.
2458294.43,7.7,Vis.
2458298.47,7.7,Vis.
2458452.31,7.7,Vis.
2458454.2375,7.7,Vis.
2458461.366,7.7,Vis.
2458477.264,7.7,Vis.
2458488.52153,7.7,Vis.
2458492.23542,7.7,Vis.
2458497.5854,7.7,Vis.
2458643.42,7.7,Vis.
2458651.6,7.7,Vis.
2458654.41319,7.7,Vis.
2458655.43,7.7,Vis.
2458660.425,7.7,Vis.
2458661.4215,7.7,Vis.
2458668.4167,7.7,Vis.
2458668.44444,7.7,Vis.
2458672.3847,7.7,Vis.
2458672.46,7.7,Vis.
2458672.6,7.7,Vis.
2458676.55,7.7,Vis.
2458679.42,7.7,Vis.
2458685.43,7.7,Vis.
2458818.4,7.7,Vis.
2458881.9,7.7,Vis.
2458887.6,7.7,Vis.
2455410.47431,7.75,Vis.
2457519.3427,7.75,Vis.
2457672.4056,7.77,Vis.
2455198.24,7.8,Vis.
2455233.73958,7.8,Vis.
2455233.7396,7.8,Vis.
2455386.41,7.8,Vis.
2455395.4,7.8,Vis.
2455402.391,7.8,Vis.
2455404.6361,7.8,Vis.
2455405.4125,7.8,Vis.
2455408.4,7.8,Vis.
2455410.35833,7.8,Vis.
2455410.6,7.8,Vis.
2455416.43056,7.8,Vis.
2455416.45,7.8,Vis.
2455418.4,7.8,Vis.
2455418.54028,7.8,Vis.
2455419.38056,7.8,Vis.
2455419.45833,7.8,Vis.
2455420.51,7.8,Vis.
2455427.33403,7.8,Vis.
2455428.45,7.8,Vis.
2455430.5843,7.8,Vis.
2455435.38819,7.8,Vis.
2455438.44167,7.8,Vis.
2455438.6563,7.8,Vis.
2455440.34722,7.8,Vis.
2455444.3729,7.8,Vis.
2455451.49,7.8,Vis.
2455461.29931,7.8,Vis.
2455634.688,7.8,Vis.
2455645.51,7.8,Vis.
2455648.5771,7.8,Vis.
2455775.40972,7.8,Vis.
2455776.36458,7.8,Vis.
2455776.52986,7.8,Vis.
2455792.3958,7.8,Vis.
2455811.46,7.8,Vis.
2455829.3412,7.8,Vis.
2455829.425,7.8,Vis.
2455831.2,7.8,Vis.
2455832.4,7.8,Vis.
2455833.314,7.8,Vis.
2455833.39722,7.8,Vis.
2455833.43403,7.8,Vis.
2455836.2611,7.8,Vis.
2455837.3,7.8,Vis.
2455972.58,7.8,Vis.
2456013.3958,7.8,Vis.
2456022.9076,7.8,Vis.
2456157.31667,7.8,Vis.
2456157.4055,7.8,Vis.
2456163.3757,7.8,Vis.
2456163.4368,7.8,Vis.
2456165.6021,7.8,Vis.
2456207.3767,7.8,Vis.
2456209.3646,7.8,Vis.
2456212.30556,7.8,Vis.
2456213.23125,7.8,Vis.
2456213.6001,7.8,Vis.
2456216.3472,7.8,Vis.
2456364.708,7.8,Vis.
2456365.6181,7.8,Vis.
2456378.5243,7.8,Vis.
2456528.665,7.8,Vis.
2456529.3382,7.8,Vis.
2456530.484,7.8,Vis.
2456533.57153,7.8,Vis.
2456534.3592,7.8,Vis.
2456535.6,7.8,Vis.
2456536.358,7.8,Vis.
2456539.587,7.8,Vis.
2456587.224,7.8,Vis.
2456592.22,7.8,Vis.
2456593.275,7.8,Vis.
2456594.3292,7.8,Vis.
2456594.5535,7.8,Vis.
2456594.6,7.8,Vis.
2456595.2993,7.8,Vis.
2456597.25972,7.8,Vis.
2456597.34,7.8,Vis.
2456745.95486,7.8,Vis.
2456757.58,7.8,Vis.
2456765.56,7.8,Vis.
2456780.58,7.8,Vis.
2456919.38,7.8,Vis.
2456920.48,7.8,Vis.
2456924.2903,7.8,Vis.
2456924.5,7.8,Vis.
2456928.45139,7.8,Vis.
2456930.3,7.8,Vis.
2456940.3389,7.8,Vis.
2456951.3,7.8,Vis.
2456957.70208,7.8,Vis.
2456967.23403,7.8,Vis.
2456969.7,7.8,Vis.
2456970.25,7.8,Vis.
2456971.35,7.8,Vis.
2456973.2375,7.8,Vis.
2457100.4333,7.8,Vis.
2457139.4542,7.8,Vis.
2457152.55,7.8,Vis.
2457159.39,7.8,Vis.
2457159.7,7.8,Vis.
2457163.4097,7.8,Vis.
2457163.5,7.8,Vis.
2457169.4,7.8,Vis.
2457299.3,7.8,Vis.
2457302.36,7.8,Vis.
2457305.21875,7.8,Vis.
2457307.2486,7.8,Vis.
2457307.284,7.8,Vis.
2457307.4,7.8,Vis.
2457312.4236,7.8,Vis.
2457318.434,7.8,Vis.
2457326.25,7.8,Vis.
2457328.271,7.8,Vis.
2457328.3736,7.8,Vis.
2457329.39792,7.8,Vis.
2457336.5,7.8,Vis.
2457339.3,7.8,Vis.
2457339.3,7.8,Vis.
2457339.3639,7.8,Vis.
2457342.4,7.8,Vis.
2457342.5,7.8,Vis.
2457350.4,7.8,Vis.
2457358.92986,7.8,Vis.
2457487.8,7.8,Vis.
2457489.4854,7.8,Vis.
2457495.66,7.8,Vis.
2457537.51,7.8,Vis.
2457685.267,7.8,Vis.
2457719.234,7.8,Vis.
2457720.2472,7.8,Vis.
2457723.2444,7.8,Vis.
2457724.3236,7.8,Vis.
2457727.30417,7.8,Vis.
2457730.6,7.8,Vis.
2457732.23264,7.8,Vis.
2457732.4,7.8,Vis.
2457741.25,7.8,Vis.
2457742.7257,7.8,Vis.
2457898.42,7.8,Vis.
2457921.42,7.8,Vis.
2458082.277778,7.8,Vis.
2458095.2,7.8,Vis.
2458114.3,7.8,Vis.
2458115.5,7.8,Vis.
2458121.2021,7.8,Vis.
2458266.44,7.8,Vis.
2458284.5,7.8,Vis.
2458285.4229,7.8,Vis.
2458448.2694,7.8,Vis.
2458469.19583,7.8,Vis.
2458498.3153,7.8,Vis.
2458658.5049,7.8,Vis.
2458661.5,7.8,Vis.
2458662.4181,7.8,Vis.
2458663.4306,7.8,Vis.
2458665.4146,7.8,Vis.
2458666.4674,7.8,Vis.
2458669.3799,7.8,Vis.
2458671.38,7.8,Vis.
2458674.66181,7.8,Vis.
2458676.29097,7.8,Vis.
2458676.47431,7.8,Vis.
2458860.17778,7.8,Vis.
2455775.7556,7.85,Vis.
2455258.4722,7.9,Vis.
2455405.4,7.9,Vis.
2455406.7,7.9,Vis.
2455407.35278,7.9,Vis.
2455410.3333,7.9,Vis.
2455417.4236,7.9,Vis.
2455418.45278,7.9,Vis.
2455438.30417,7.9,Vis.
2455438.6,7.9,Vis.
2455443.47014,7.9,Vis.
2455592.5833,7.9,Vis.
2455643.57,7.9,Vis.
2455645.57,7.9,Vis.
2455645.9,7.9,Vis.
2455774.6601,7.9,Vis.
2455780.42,7.9,Vis.
2455794.4271,7.9,Vis.
2455800.3681,7.9,Vis.
2455804.3542,7.9,Vis.
2455808.38,7.9,Vis.
2455831.2905,7.9,Vis.
2455832.3264,7.9,Vis.
2455833.3847,7.9,Vis.
2455833.4,7.9,Vis.
2455834.2931,7.9,Vis.
2455835.2,7.9,Vis.
2455835.27778,7.9,Vis.
2455836.6021,7.9,Vis.
2456014.611,7.9,Vis.
2456022.5958,7.9,Vis.
2456026.5,7.9,Vis.
2456154.3438,7.9,Vis.
2456155.7208,7.9,Vis.
2456156.46875,7.9,Vis.
2456156.61806,7.9,Vis.
2456160.3285,7.9,Vis.
2456160.4042,7.9,Vis.
2456162.3958,7.9,Vis.
2456190.4396,7.9,Vis.
2456207.2903,7.9,Vis.
2456211.2972,7.9,Vis.
2456220.3694,7.9,Vis.
2456220.38,7.9,Vis.
2456222.27639,7.9,Vis.
2456388.59,7.9,Vis.
2456540.416,7.9,Vis.
2456560.3,7.9,Vis.
2456584.4931,7.9,Vis.
2456592.32,7.9,Vis.
2456594.42,7.9,Vis.
2456595.4,7.9,Vis.
2456596.32639,7.9,Vis.
2456596.4542,7.9,Vis.
2456596.53819,7.9,Vis.
2456597.3743,7.9,Vis.
2456599.3993,7.9,Vis.
2456746.51,7.9,Vis.
2456753.8,7.9,Vis.
2456756.95208,7.9,Vis.
2456763.9,7.9,Vis.
2456770.9,7.9,Vis.
2456923.3389,7.9,Vis.
2456945.3688,7.9,Vis.
2456946.359,7.9,Vis.
2456954.43889,7.9,Vis.
2456962.63403,7.9,Vis.
2456972.3,7.9,Vis.
2456977.2354,7.9,Vis.
2456979.35486,7.9,Vis.
2457091.63,7.9,Vis.
2457162.80263,7.9,Vis.
2457306.5458,7.9,Vis.
2457310.55,7.9,Vis.
2457313.22,7.9,Vis.
2457314.66597,7.9,Vis.
2457315.2646,7.9,Vis.
2457318.38542,7.9,Vis.
2457334.378,7.9,Vis.
2457337.31528,7.9,Vis.
2457338.4,7.9,Vis.
2457339.49514,7.9,Vis.
2457342.4854,7.9,Vis.
2457344.38,7.9,Vis.
2457346.5,7.9,Vis.
2457349.24167,7.9,Vis.
2457350.4,7.9,Vis.
2457358.3,7.9,Vis.
2457495.503,7.9,Vis.
2457515.4229,7.9,Vis.
2457524.5,7.9,Vis.
2457525.441,7.9,Vis.
2457531.51,7.9,Vis.
2457536.4535,7.9,Vis.
2457537.50069,7.9,Vis.
2457546.43,7.9,Vis.
2457665.4,7.9,Vis.
2457666.6,7.9,Vis.
2457718.2715,7.9,Vis.
2457718.29,7.9,Vis.
2457725.2493,7.9,Vis.
2457726.22,7.9,Vis.
2457727.3569,7.9,Vis.
2457736.2312,7.9,Vis.
2457739.3,7.9,Vis.
2457900.42,7.9,Vis.
2457906.41597,7.9,Vis.
2458057.28542,7.9,Vis.
2458064.3778,7.9,Vis.
2458120.19931,7.9,Vis.
2458120.28,7.9,Vis.
2458277.4965,7.9,Vis.
2458290.36,7.9,Vis.
2458499,7.9,Vis.
2458501.2,7.9,Vis.
2458502.6326,7.9,Vis.
2458640.42,7.9,Vis.
2458655.29444,7.9,Vis.
2458657.4514,7.9,Vis.
2458659.4229,7.9,Vis.
2458660.3,7.9,Vis.
2458672.521,7.9,Vis.
2458682.29097,7.9,Vis.
2458696.39,7.9,Vis.
2458817.441,7.9,Vis.
2458893.72,7.9,Vis.
2457903.4167,7.95,Vis.
2457915.4347,7.96,Vis.
2458115.2556,7.96,Vis.
2458450.4139,7.98,Vis.
2458493.3083,7.98,Vis.
2455214.7604,8,Vis.
2455214.76042,8,Vis.
2455288.55208,8,Vis.
2455383.44,8,Vis.
2455395.6,8,Vis.
2455396.44861,8,Vis.
2455397.4,8,Vis.
2455399.8,8,Vis.
2455400.4,8,Vis.
2455400.4306,8,Vis.
2455400.54444,8,Vis.
2455406.4,8,Vis.
2455407.3,8,Vis.
2455408.39,8,Vis.
2455409.4,8,Vis.
2455413.4305,8,Vis.
2455416.3343,8,Vis.
2455417.4,8,Vis.
2455418.3729,8,Vis.
2455420.3,8,Vis.
2455424.3442,8,Vis.
2455427.44583,8,Vis.
2455427.6798,8,Vis.
2455429.3972,8,Vis.
2455429.5174,8,Vis.
2455430.5139,8,Vis.
2455433.3472,8,Vis.
2455434.41181,8,Vis.
2455437.3986,8,Vis.
2455439.7,8,Vis.
2455440.3527,8,Vis.
2455444.3,8,Vis.
2455444.31944,8,Vis.
2455444.5785,8,Vis.
2455445.6,8,Vis.
2455446.3674,8,Vis.
2455450.4,8,Vis.
2455450.4299,8,Vis.
2455451.4153,8,Vis.
2455453.40764,8,Vis.
2455460.47,8,Vis.
2455586.27,8,Vis.
2455599.2,8,Vis.
