JD,Magnitude,Band
2455599.44,8,Vis.
2455600.3681,8,Vis.
2455602.684,8,Vis.
2455645.8972,8,Vis.
2455647.9,8,Vis.
2455654.4,8,Vis.
2455772.7944,8,Vis.
2455772.8,8,Vis.
2455774.4333,8,Vis.
2455775.3917,8,Vis.
2455776.48611,8,Vis.
2455778.63889,8,Vis.
2455779.4,8,Vis.
2455796.68819,8,Vis.
2455808.3,8,Vis.
2455826.3777,8,Vis.
2455829.3403,8,Vis.
2455833.3319,8,Vis.
2455833.4388,8,Vis.
2455835.3052,8,Vis.
2455835.309,8,Vis.
2455842.42,8,Vis.
2455849.4,8,Vis.
2455990.5,8,Vis.
2456009.5417,8,Vis.
2456009.5653,8,Vis.
2456013.6431,8,Vis.
2456014.5965,8,Vis.
2456019.9,8,Vis.
2456023.9,8,Vis.
2456027.591,8,Vis.
2456135.47,8,Vis.
2456153.4,8,Vis.
2456158.3618,8,Vis.
2456158.5493,8,Vis.
2456159.4,8,Vis.
2456161.3,8,Vis.
2456181.3,8,Vis.
2456192.32,8,Vis.
2456206.31,8,Vis.
2456218.5188,8,Vis.
2456220.31458,8,Vis.
2456221.3958,8,Vis.
2456391.4542,8,Vis.
2456401.54,8,Vis.
2456402.59,8,Vis.
2456527.46,8,Vis.
2456528.57778,8,Vis.
2456528.6,8,Vis.
2456529.6,8,Vis.
2456530.29653,8,Vis.
2456531.42,8,Vis.
2456532.3208,8,Vis.
2456532.3229,8,Vis.
2456535.399,8,Vis.
2456573.2,8,Vis.
2456585.3,8,Vis.
2456587.23,8,Vis.
2456594.69653,8,Vis.
2456595.37,8,Vis.
2456598.26528,8,Vis.
2456601.2889,8,Vis.
2456743.8,8,Vis.
2456767.41389,8,Vis.
2456774.7,8,Vis.
2456781.3,8,Vis.
2456918.31944,8,Vis.
2456920.635,8,Vis.
2456940.2,8,Vis.
2456944.27,8,Vis.
2456953.55486,8,Vis.
2456956.326,8,Vis.
2456958.546,8,Vis.
2456967.3125,8,Vis.
2456969.55903,8,Vis.
2456971.60833,8,Vis.
2456972.25069,8,Vis.
2457096.9,8,Vis.
2457098.6229,8,Vis.
2457099.616,8,Vis.
2457156.465,8,Vis.
2457157.416,8,Vis.
2457159.3,8,Vis.
2457159.36,8,Vis.
2457159.4,8,Vis.
2457159.52,8,Vis.
2457161.2,8,Vis.
2457161.3757,8,Vis.
2457299.3083,8,Vis.
2457299.5069,8,Vis.
2457304.2451,8,Vis.
2457306.25833,8,Vis.
2457306.26458,8,Vis.
2457306.3979,8,Vis.
2457306.5882,8,Vis.
2457306.60903,8,Vis.
2457309.5,8,Vis.
2457310.45069,8,Vis.
2457323.3,8,Vis.
2457329.611,8,Vis.
2457330.52222,8,Vis.
2457331.5792,8,Vis.
2457341.29722,8,Vis.
2457342.3312,8,Vis.
2457348.36,8,Vis.
2457349.55139,8,Vis.
2457354.2861,8,Vis.
2457354.33,8,Vis.
2457355.35694,8,Vis.
2457358.4,8,Vis.
2457487.3847,8,Vis.
2457499.35,8,Vis.
2457513.6236,8,Vis.
2457521.76736,8,Vis.
2457531.8,8,Vis.
2457534.5,8,Vis.
2457535.4493,8,Vis.
2457535.4556,8,Vis.
2457540.39,8,Vis.
2457542.7653,8,Vis.
2457662.41,8,Vis.
2457677.35625,8,Vis.
2457684.3,8,Vis.
2457697.2,8,Vis.
2457712.2,8,Vis.
2457721.434,8,Vis.
2457726.2,8,Vis.
2457728.33,8,Vis.
2457737.2208,8,Vis.
2457739.3,8,Vis.
2457740.3,8,Vis.
2457742.3,8,Vis.
2457743.1951,8,Vis.
2457744.1972,8,Vis.
2457744.35347,8,Vis.
2457872.6,8,Vis.
2457893.425,8,Vis.
2457895.40903,8,Vis.
2457899.3597,8,Vis.
2457899.4007,8,Vis.
2457899.4625,8,Vis.
2457901.4049,8,Vis.
2457902.5,8,Vis.
2457903.4465,8,Vis.
2457909.4,8,Vis.
2457910.42708,8,Vis.
2457910.4736,8,Vis.
2457912.4,8,Vis.
2457915.45208,8,Vis.
2457917.42014,8,Vis.
2457918.6,8,Vis.
2458057.24653,8,Vis.
2458064.29,8,Vis.
2458123.28,8,Vis.
2458263.58,8,Vis.
2458277.5,8,Vis.
2458288.5,8,Vis.
2458289.48,8,Vis.
2458290.45764,8,Vis.
2458444.3,8,Vis.
2458448.25625,8,Vis.
2458451.2,8,Vis.
2458498.19306,8,Vis.
2458669.5,8,Vis.
2458670.36,8,Vis.
2458670.441,8,Vis.
2458671.5,8,Vis.
2458679.4,8,Vis.
2458682.4313,8,Vis.
2458688.29028,8,Vis.
2458815.20625,8,Vis.
2458818.243,8,Vis.
2458893.5604,8,Vis.
2458897.72,8,Vis.
2455772.3942,8.05,Vis.
2458285.4194,8.09,Vis.
2455264.6389,8.1,Vis.
2455393.3543,8.1,Vis.
2455398.52292,8.1,Vis.
2455399.4,8.1,Vis.
2455400.44,8.1,Vis.
2455405.61,8.1,Vis.
2455410.3903,8.1,Vis.
2455411.3247,8.1,Vis.
2455413.44931,8.1,Vis.
2455417.3625,8.1,Vis.
2455420.8,8.1,Vis.
2455442.4,8.1,Vis.
2455443.4236,8.1,Vis.
2455445.4701,8.1,Vis.
2455584.2,8.1,Vis.
2455595.743,8.1,Vis.
2455650.559,8.1,Vis.
2455654.58,8.1,Vis.
2455657.63,8.1,Vis.
2455764.6632,8.1,Vis.
2455769.72153,8.1,Vis.
2455772.6,8.1,Vis.
2455774.73264,8.1,Vis.
2455779.44,8.1,Vis.
2455799.448,8.1,Vis.
2455822.3,8.1,Vis.
2455836.28819,8.1,Vis.
2455836.3299,8.1,Vis.
2455836.3486,8.1,Vis.
2455838.17083,8.1,Vis.
2455838.7,8.1,Vis.
2455841.5292,8.1,Vis.
2455978.2431,8.1,Vis.
2456018.5951,8.1,Vis.
2456018.659,8.1,Vis.
2456153.6,8.1,Vis.
2456165.35,8.1,Vis.
2456177.3417,8.1,Vis.
2456210.35,8.1,Vis.
2456212.353,8.1,Vis.
2456214.2687,8.1,Vis.
2456221.4,8.1,Vis.
2456222.3243,8.1,Vis.
2456223.38,8.1,Vis.
2456387.639,8.1,Vis.
2456390.5924,8.1,Vis.
2456399.7,8.1,Vis.
2456523.39722,8.1,Vis.
2456527.5319,8.1,Vis.
2456592.2799,8.1,Vis.
2456595.38,8.1,Vis.
2456596.3438,8.1,Vis.
2456596.366,8.1,Vis.
2456608.35,8.1,Vis.
2456746.3472,8.1,Vis.
2456752.8,8.1,Vis.
2456757.7,8.1,Vis.
2456762.6,8.1,Vis.
2456766.3556,8.1,Vis.
2456768,8.1,Vis.
2456771.5799,8.1,Vis.
2456772.6146,8.1,Vis.
2456776.4063,8.1,Vis.
2456777.92014,8.1,Vis.
2456782.9375,8.1,Vis.
2456917.7,8.1,Vis.
2456920.26458,8.1,Vis.
2456926.76181,8.1,Vis.
2456929.339,8.1,Vis.
2456950.588,8.1,Vis.
2456969.3396,8.1,Vis.
2456971.2244,8.1,Vis.
2456973.3917,8.1,Vis.
2457158.4049,8.1,Vis.
2457165.9,8.1,Vis.
2457169.6,8.1,Vis.
2457294.33125,8.1,Vis.
2457297.3472,8.1,Vis.
2457298.4035,8.1,Vis.
2457299.5882,8.1,Vis.
2457303.6,8.1,Vis.
2457312.58681,8.1,Vis.
2457331.18,8.1,Vis.
2457337.2,8.1,Vis.
2457350.2,8.1,Vis.
2457354.22917,8.1,Vis.
2457354.28819,8.1,Vis.
2457357.5,8.1,Vis.
2457486.3882,8.1,Vis.
2457517.3,8.1,Vis.
2457529.71458,8.1,Vis.
2457536.458,8.1,Vis.
2457538.3771,8.1,Vis.
2457666.3965,8.1,Vis.
2457671.31,8.1,Vis.
2457726.3354,8.1,Vis.
2457743.20486,8.1,Vis.
2457745.3,8.1,Vis.
2457748.25,8.1,Vis.
2457891.41944,8.1,Vis.
2457896.493,8.1,Vis.
2457898.70972,8.1,Vis.
2457900.4854,8.1,Vis.
2457901.4375,8.1,Vis.
2457902.4833,8.1,Vis.
2457904.4924,8.1,Vis.
2457904.6,8.1,Vis.
2457905.3681,8.1,Vis.
2457906.4382,8.1,Vis.
2457906.7,8.1,Vis.
2457906.8938,8.1,Vis.
2457909.375,8.1,Vis.
2457913.43,8.1,Vis.
2457918.5,8.1,Vis.
2457919.4188,8.1,Vis.
2457919.43542,8.1,Vis.
2457923.4729,8.1,Vis.
2457924.4111,8.1,Vis.
2458055.4,8.1,Vis.
2458056.57639,8.1,Vis.
2458057.5,8.1,Vis.
2458072.2,8.1,Vis.
2458105.27,8.1,Vis.
2458265.4181,8.1,Vis.
2458269.4549,8.1,Vis.
2458272.7,8.1,Vis.
2458281.6,8.1,Vis.
2458290.4125,8.1,Vis.
2458291.6,8.1,Vis.
2458302.4,8.1,Vis.
2458444.25556,8.1,Vis.
2458446.2674,8.1,Vis.
2458447.3,8.1,Vis.
2458496.53125,8.1,Vis.
2458501.2,8.1,Vis.
2458501.28333,8.1,Vis.
2458506.6833,8.1,Vis.
2458642.72083,8.1,Vis.
2458645.5,8.1,Vis.
2458659.39,8.1,Vis.
2458679.58,8.1,Vis.
2458684.5146,8.1,Vis.
2458684.6,8.1,Vis.
2458687.36111,8.1,Vis.
2458687.4993,8.1,Vis.
2458688.4264,8.1,Vis.
2458694.35833,8.1,Vis.
2458814.5,8.1,Vis.
2456529.42014,8.13,Vis.
2455436.64931,8.14,Vis.
2456799.47222,8.14,Vis.
2457665.3694,8.14,Vis.
2455447.36111,8.15,Vis.
2455837.2997,8.15,Vis.
2456529.3549,8.15,Vis.
2455395.8896,8.2,Vis.
2455396.4,8.2,Vis.
2455397.6465,8.2,Vis.
2455414.3333,8.2,Vis.
2455415.31111,8.2,Vis.
2455420.41,8.2,Vis.
2455447.28472,8.2,Vis.
2455449.6,8.2,Vis.
2455451.5764,8.2,Vis.
2455451.6,8.2,Vis.
2455452.67708,8.2,Vis.
2455585.3,8.2,Vis.
2455590.9,8.2,Vis.
2455649.5639,8.2,Vis.
2455770.4139,8.2,Vis.
2455770.53681,8.2,Vis.
2455775.3951,8.2,Vis.
2455776.3917,8.2,Vis.
2455780.32917,8.2,Vis.
2455791.3,8.2,Vis.
2455797.3,8.2,Vis.
2455800.4456,8.2,Vis.
2455830.3,8.2,Vis.
2455836.3211,8.2,Vis.
2455837.25,8.2,Vis.
2455849.3076,8.2,Vis.
2455970.9,8.2,Vis.
2456006.6701,8.2,Vis.
2456152.38542,8.2,Vis.
2456152.4,8.2,Vis.
2456152.6,8.2,Vis.
2456157.3576,8.2,Vis.
2456205.3,8.2,Vis.
2456217.5625,8.2,Vis.
2456219.29514,8.2,Vis.
2456219.73403,8.2,Vis.
2456220.1944,8.2,Vis.
2456222.4319,8.2,Vis.
2456223.3572,8.2,Vis.
2456395.3514,8.2,Vis.
2456396.43,8.2,Vis.
2456517.4,8.2,Vis.
2456519.54,8.2,Vis.
2456521.38,8.2,Vis.
2456527.26528,8.2,Vis.
2456539.3,8.2,Vis.
2456593.227,8.2,Vis.
2456598.60764,8.2,Vis.
2456599.5347,8.2,Vis.
2456745.5,8.2,Vis.
2456746.51528,8.2,Vis.
2456746.6,8.2,Vis.
2456747.8688,8.2,Vis.
2456765.545,8.2,Vis.
2456917.3,8.2,Vis.
2456919.3556,8.2,Vis.
2456924.35,8.2,Vis.
2456952.313,8.2,Vis.
2456955.333,8.2,Vis.
2456958.34,8.2,Vis.
2456965.27,8.2,Vis.
2456974.3431,8.2,Vis.
2456977.2,8.2,Vis.
2456978.20903,8.2,Vis.
2456979.55833,8.2,Vis.
2456979.6,8.2,Vis.
2456979.6,8.2,Vis.
2456986.2,8.2,Vis.
2457166.45833,8.2,Vis.
2457172.36,8.2,Vis.
2457296.3201,8.2,Vis.
2457298.3,8.2,Vis.
2457308.3,8.2,Vis.
2457314.16843,8.2,Vis.
2457318.2,8.2,Vis.
2457318.25,8.2,Vis.
2457321.19792,8.2,Vis.
2457326.22292,8.2,Vis.
2457339.3215,8.2,Vis.
2457356.52222,8.2,Vis.
2457359.25,8.2,Vis.
2457359.56389,8.2,Vis.
2457363.3,8.2,Vis.
2457364.28958,8.2,Vis.
2457484.5285,8.2,Vis.
2457490.6361,8.2,Vis.
2457537.4,8.2,Vis.
2457547.69236,8.2,Vis.
2457655.36111,8.2,Vis.
2457661.4,8.2,Vis.
2457668.5549,8.2,Vis.
2457738.54375,8.2,Vis.
2457739.22,8.2,Vis.
2457898.4201,8.2,Vis.
2457898.48,8.2,Vis.
2457901.4,8.2,Vis.
2457907.28681,8.2,Vis.
2457908.441,8.2,Vis.
2457908.6,8.2,Vis.
2457911.69236,8.2,Vis.
2457913.5535,8.2,Vis.
2457915.29583,8.2,Vis.
2457915.44097,8.2,Vis.
2457917.416,8.2,Vis.
2457919.30694,8.2,Vis.
2457922.44097,8.2,Vis.
2457922.44653,8.2,Vis.
2457922.5667,8.2,Vis.
2457929.4,8.2,Vis.
2458064.2917,8.2,Vis.
2458124.5375,8.2,Vis.
2458276.44792,8.2,Vis.
2458277.5222,8.2,Vis.
2458280.4125,8.2,Vis.
2458284.4063,8.2,Vis.
2458289.5444,8.2,Vis.
2458291.31944,8.2,Vis.
2458292.72708,8.2,Vis.
2458300.425,8.2,Vis.
2458306.5,8.2,Vis.
2458503.22569,8.2,Vis.
2458507.24375,8.2,Vis.
2458686.4146,8.2,Vis.
2458690.3944,8.2,Vis.
2458813.541,8.2,Vis.
2458818.28472,8.2,Vis.
2458818.3,8.2,Vis.
2458824.17708,8.2,Vis.
2458894.9,8.2,Vis.
2458899.6,8.2,Vis.
2458281.4153,8.23,Vis.
2455397.415,8.29,Vis.
2455265.6326,8.3,Vis.
2455392.4,8.3,Vis.
2455394.46,8.3,Vis.
2455411.48,8.3,Vis.
2455438.34861,8.3,Vis.
2455448.6132,8.3,Vis.
2455452.4,8.3,Vis.
2455455.5,8.3,Vis.
2455456.3889,8.3,Vis.
2455458.4,8.3,Vis.
2455599.2,8.3,Vis.
2455654.459,8.3,Vis.
2455655.27569,8.3,Vis.
2455769.7,8.3,Vis.
2455771.4,8.3,Vis.
2455771.4174,8.3,Vis.
2455836.3,8.3,Vis.
2455840.566,8.3,Vis.
2456030.48,8.3,Vis.
2456148.4,8.3,Vis.
2456154.41,8.3,Vis.
2456156.375,8.3,Vis.
2456157.3771,8.3,Vis.
2456161.6667,8.3,Vis.
2456214.38194,8.3,Vis.
2456215.3646,8.3,Vis.
2456219.3,8.3,Vis.
2456219.3,8.3,Vis.
2456220.2,8.3,Vis.
2456220.21111,8.3,Vis.
2456220.6,8.3,Vis.
2456223.462,8.3,Vis.
2456345.9,8.3,Vis.
2456393.5806,8.3,Vis.
2456396.7,8.3,Vis.
2456397.591,8.3,Vis.
2456399.7833,8.3,Vis.
2456406.4375,8.3,Vis.
2456428.5,8.3,Vis.
2456522.64792,8.3,Vis.
2456598.30208,8.3,Vis.
2456604.22,8.3,Vis.
2456605.19167,8.3,Vis.
2456742.674,8.3,Vis.
2456745.4618,8.3,Vis.
2456762.573,8.3,Vis.
2456764.4069,8.3,Vis.
2456773.3507,8.3,Vis.
2456781.5125,8.3,Vis.
2456784.9,8.3,Vis.
2456786.37,8.3,Vis.
2456919.319,8.3,Vis.
2456919.3667,8.3,Vis.
2456929.3,8.3,Vis.
2456966.2,8.3,Vis.
2456969.636,8.3,Vis.
2456977.48611,8.3,Vis.
2456980.3169,8.3,Vis.
2456982.36,8.3,Vis.
2456982.5,8.3,Vis.
2456984.1875,8.3,Vis.
2457164.4444,8.3,Vis.
2457165.33681,8.3,Vis.
2457166.69514,8.3,Vis.
2457172.4,8.3,Vis.
2457283.31389,8.3,Vis.
2457296.3931,8.3,Vis.
2457297.5,8.3,Vis.
2457298.23056,8.3,Vis.
2457298.32,8.3,Vis.
2457307.531,8.3,Vis.
2457312.25347,8.3,Vis.
2457343.23,8.3,Vis.
2457488.58,8.3,Vis.
2457535.3,8.3,Vis.
2457537.69583,8.3,Vis.
2457539.39,8.3,Vis.
2457539.3951,8.3,Vis.
2457542.6,8.3,Vis.
2457543.4229,8.3,Vis.
2457543.47639,8.3,Vis.
2457543.6,8.3,Vis.
2457545.434,8.3,Vis.
2457545.46667,8.3,Vis.
2457546.4181,8.3,Vis.
2457546.45486,8.3,Vis.
2457547.4,8.3,Vis.
2457547.44861,8.3,Vis.
2457548.28611,8.3,Vis.
2457663.5146,8.3,Vis.
2457670.20764,8.3,Vis.
2457741.5,8.3,Vis.
2457874.38,8.3,Vis.
2457884.4201,8.3,Vis.
2457886.70486,8.3,Vis.
2457888.36,8.3,Vis.
2457892.4896,8.3,Vis.
2457895.4153,8.3,Vis.
2457895.5,8.3,Vis.
2457896.3958,8.3,Vis.
2457896.6,8.3,Vis.
2457901.5,8.3,Vis.
2457911.4896,8.3,Vis.
2457919.4,8.3,Vis.
2457919.6,8.3,Vis.
2457923.4271,8.3,Vis.
2457926.4403,8.3,Vis.
2457928.4083,8.3,Vis.
2458056.67847,8.3,Vis.
2458080.25347,8.3,Vis.
2458267.5306,8.3,Vis.
2458268.5,8.3,Vis.
2458269.4313,8.3,Vis.
2458270.3,8.3,Vis.
2458270.40764,8.3,Vis.
2458271.4514,8.3,Vis.
2458271.68125,8.3,Vis.
2458273.4438,8.3,Vis.
2458274.4278,8.3,Vis.
2458275.4333,8.3,Vis.
2458275.531,8.3,Vis.
2458276.4208,8.3,Vis.
2458278.4028,8.3,Vis.
2458279.65,8.3,Vis.
2458289.46319,8.3,Vis.
2458290.5417,8.3,Vis.
2458296.4993,8.3,Vis.
2458296.65972,8.3,Vis.
2458297.4146,8.3,Vis.
2458298.43333,8.3,Vis.
2458299.5417,8.3,Vis.
2458300.3931,8.3,Vis.
2458300.43056,8.3,Vis.
2458301.41,8.3,Vis.
2458301.6,8.3,Vis.
2458301.67569,8.3,Vis.
2458302.4104,8.3,Vis.
2458304.4007,8.3,Vis.
2458448.47222,8.3,Vis.
2458458.22,8.3,Vis.
2458486.2201,8.3,Vis.
2458509.2,8.3,Vis.
2458636.5,8.3,Vis.
2458658.632,8.3,Vis.
2458690.43333,8.3,Vis.
2458690.43958,8.3,Vis.
2458691.3833,8.3,Vis.
2458692.33,8.3,Vis.
2458694.3792,8.3,Vis.
2458695.3924,8.3,Vis.
2458698.40278,8.3,Vis.
2458895.2347,8.3,Vis.
2458295.4167,8.32,Vis.
2455396.433,8.35,Vis.
2456219.3005,8.35,Vis.
2456221.2719,8.35,Vis.
2456528.3755,8.35,Vis.
2457893.4361,8.37,Vis.
2457923.45833,8.38,Vis.
2455391.5,8.4,Vis.
2455457.3,8.4,Vis.
2455655.65,8.4,Vis.
2455661.4,8.4,Vis.
2455765.32,8.4,Vis.
2455767.73333,8.4,Vis.
2455771.4,8.4,Vis.
2455838.6118,8.4,Vis.
2455969.3,8.4,Vis.
2455971,8.4,Vis.
2456032.5701,8.4,Vis.
2456153.475,8.4,Vis.
2456221.24722,8.4,Vis.
2456221.3,8.4,Vis.
2456222.6,8.4,Vis.
2456223.545,8.4,Vis.
2456225.3,8.4,Vis.
2456402.5,8.4,Vis.
2456524.57639,8.4,Vis.
2456599.62014,8.4,Vis.
2456601.257,8.4,Vis.
2456601.341,8.4,Vis.
2456604.0451,8.4,Vis.
2456605.4,8.4,Vis.
2456732.9,8.4,Vis.
2456748.6294,8.4,Vis.
2456752.36042,8.4,Vis.
2456769.4,8.4,Vis.
2456774.576,8.4,Vis.
2456776.3813,8.4,Vis.
2456778.3614,8.4,Vis.
2456974.337,8.4,Vis.
2457158.4708,8.4,Vis.
2457165.9625,8.4,Vis.
2457166.43264,8.4,Vis.
2457172.3,8.4,Vis.
2457289.3,8.4,Vis.
2457294.33333,8.4,Vis.
2457295.4,8.4,Vis.
2457298.302,8.4,Vis.
2457298.34,8.4,Vis.
2457300.68727,8.4,Vis.
2457302.76389,8.4,Vis.
2457303.372,8.4,Vis.
2457306.52153,8.4,Vis.
2457357.3,8.4,Vis.
2457358.2632,8.4,Vis.
2457361.3229,8.4,Vis.
2457361.385,8.4,Vis.
2457361.5,8.4,Vis.
2457543.45139,8.4,Vis.
2457543.79514,8.4,Vis.
2457547.4601,8.4,Vis.
2457548.41,8.4,Vis.
2457548.4271,8.4,Vis.
2457549.4167,8.4,Vis.
2457549.41736,8.4,Vis.
2457665.3965,8.4,Vis.
2457669.3,8.4,Vis.
2457747.52292,8.4,Vis.
2457749.3,8.4,Vis.
2457750.3,8.4,Vis.
2457755.1708,8.4,Vis.
2457873.4,8.4,Vis.
2457879.48,8.4,Vis.
2457879.90417,8.4,Vis.
2457884.40278,8.4,Vis.
2457893.8,8.4,Vis.
2457905.42361,8.4,Vis.
2457905.71389,8.4,Vis.
2457908.622,8.4,Vis.
2457918.5,8.4,Vis.
2457919.38,8.4,Vis.
2457919.70417,8.4,Vis.
2457922.535,8.4,Vis.
2457929.6,8.4,Vis.
2457931.4639,8.4,Vis.
2457932.8479,8.4,Vis.
2457934.4,8.4,Vis.
2458058.3,8.4,Vis.
2458124.21528,8.4,Vis.
2458126.2354,8.4,Vis.
2458259.4,8.4,Vis.
2458259.4389,8.4,Vis.
2458273.4069,8.4,Vis.
2458274.4028,8.4,Vis.
2458275.3944,8.4,Vis.
2458289.3,8.4,Vis.
2458296.4326,8.4,Vis.
2458301.425,8.4,Vis.
2458303.29653,8.4,Vis.
2458304.4431,8.4,Vis.
2458306.434,8.4,Vis.
2458313.4444,8.4,Vis.
2458444.24375,8.4,Vis.
2458637.3,8.4,Vis.
2458643.416,8.4,Vis.
2458646.651,8.4,Vis.
2458660.4,8.4,Vis.
2458689.571,8.4,Vis.
2458697.4146,8.4,Vis.
2458700.4,8.4,Vis.
2458705.27778,8.4,Vis.
2458812.3294,8.4,Vis.
2458442.4222,8.46,Vis.
2457876.4222,8.48,Vis.
2455387.4,8.5,Vis.
2455388.3944,8.5,Vis.
2455392.3854,8.5,Vis.
2455393.4326,8.5,Vis.
2455394.3,8.5,Vis.
2455396.4069,8.5,Vis.
2455396.4264,8.5,Vis.
2455399.375,8.5,Vis.
2455445.765,8.5,Vis.
2455453.3,8.5,Vis.
2455454.64,8.5,Vis.
2455460.4,8.5,Vis.
2455465.3958,8.5,Vis.
2455590,8.5,Vis.
2455653.58681,8.5,Vis.
2455765.3486,8.5,Vis.
2455768.71597,8.5,Vis.
2455769.5222,8.5,Vis.
2455770.47,8.5,Vis.
2455777.3,8.5,Vis.
2455838.19,8.5,Vis.
2455839.6,8.5,Vis.
2456032.5,8.5,Vis.
2456148.32917,8.5,Vis.
2456150.5,8.5,Vis.
2456151.35556,8.5,Vis.
2456152.45069,8.5,Vis.
2456158.4021,8.5,Vis.
2456220.4415,8.5,Vis.
2456222.29,8.5,Vis.
2456227.20556,8.5,Vis.
2456399.528,8.5,Vis.
2456401.4,8.5,Vis.
2456402.559,8.5,Vis.
2456402.8,8.5,Vis.
2456513.45833,8.5,Vis.
2456515.30208,8.5,Vis.
2456519.38194,8.5,Vis.
2456523.438,8.5,Vis.
2456602.3889,8.5,Vis.
2456603.6,8.5,Vis.
2456605.3703,8.5,Vis.
2456605.5,8.5,Vis.
2456737.622,8.5,Vis.
2456739.4,8.5,Vis.
2456740.51,8.5,Vis.
2456744.6403,8.5,Vis.
2456745.3583,8.5,Vis.
2456757.39722,8.5,Vis.
2456772.3,8.5,Vis.
2456777.3993,8.5,Vis.
2456780.507,8.5,Vis.
2456783.8,8.5,Vis.
2456784.384,8.5,Vis.
2456913.6,8.5,Vis.
2456917.2708,8.5,Vis.
2456917.61111,8.5,Vis.
2456919.31,8.5,Vis.
2456919.3859,8.5,Vis.
2456952.2,8.5,Vis.
2456980.2,8.5,Vis.
2456981.35,8.5,Vis.
2456983.3,8.5,Vis.
2457000.23194,8.5,Vis.
2457159.51,8.5,Vis.
2457169.566,8.5,Vis.
2457170.95486,8.5,Vis.
2457293.3,8.5,Vis.
2457295.2472,8.5,Vis.
2457295.61,8.5,Vis.
2457296.67153,8.5,Vis.
2457297.3,8.5,Vis.
2457348.306,8.5,Vis.
2457352.578,8.5,Vis.
2457357.2646,8.5,Vis.
2457358.2,8.5,Vis.
2457364.31458,8.5,Vis.
2457365.3,8.5,Vis.
2457367.1903,8.5,Vis.
2457368.3,8.5,Vis.
2457369.4,8.5,Vis.
2457485.3951,8.5,Vis.
2457543.33889,8.5,Vis.
2457545.5,8.5,Vis.
2457546.68056,8.5,Vis.
2457547.42986,8.5,Vis.
2457547.6,8.5,Vis.
2457550.4167,8.5,Vis.
2457563.384,8.5,Vis.
2457657.39375,8.5,Vis.
2457664.5,8.5,Vis.
2457750.21111,8.5,Vis.
2457751.2,8.5,Vis.
2457753.21319,8.5,Vis.
2457874.87292,8.5,Vis.
2457876.7,8.5,Vis.
2457880.4097,8.5,Vis.
2457880.7,8.5,Vis.
2457883.8,8.5,Vis.
2457885.48,8.5,Vis.
2457889.41,8.5,Vis.
2457891.4,8.5,Vis.
2457892.3,8.5,Vis.
2457898.74931,8.5,Vis.
2457900.29861,8.5,Vis.
2457912.38,8.5,Vis.
2457917.647,8.5,Vis.
2457924.6,8.5,Vis.
2457926.3,8.5,Vis.
2457926.5,8.5,Vis.
2457930.7229,8.5,Vis.
2457933.4208,8.5,Vis.
2457939.46,8.5,Vis.
2457965.5,8.5,Vis.
2458051.3,8.5,Vis.
2458051.4,8.5,Vis.
2458053.34,8.5,Vis.
2458054.19167,8.5,Vis.
2458125.5,8.5,Vis.
2458126.19653,8.5,Vis.
2458128.2118,8.5,Vis.
2458251.475,8.5,Vis.
2458257.4,8.5,Vis.
2458261.4049,8.5,Vis.
2458261.5,8.5,Vis.
2458261.6,8.5,Vis.
2458262.4271,8.5,Vis.
2458263.6,8.5,Vis.
2458264.425,8.5,Vis.
2458271.29931,8.5,Vis.
2458272.469,8.5,Vis.
2458278.29722,8.5,Vis.
2458279.469,8.5,Vis.
2458279.6625,8.5,Vis.
2458292.5,8.5,Vis.
2458299.31111,8.5,Vis.
2458299.64097,8.5,Vis.
2458306.3,8.5,Vis.
2458307.3972,8.5,Vis.
2458309.5,8.5,Vis.
2458313.29444,8.5,Vis.
2458313.35,8.5,Vis.
2458444.5,8.5,Vis.
2458640.39375,8.5,Vis.
2458640.4153,8.5,Vis.
2458640.46528,8.5,Vis.
2458641.6,8.5,Vis.
2458687.4,8.5,Vis.
2458697.556,8.5,Vis.
2458698.3764,8.5,Vis.
2457931.4375,8.51,Vis.
2456982.5,8.53,Vis.
2458304.4069,8.53,Vis.
2458263.3389,8.58,Vis.
2455263.7049,8.6,Vis.
2455265.6799,8.6,Vis.
2455271.8,8.6,Vis.
2455273.6354,8.6,Vis.
2455391.7,8.6,Vis.
2455393.49931,8.6,Vis.
2455445.4104,8.6,Vis.
2455456.31458,8.6,Vis.
2455464.26667,8.6,Vis.
2455584.11736,8.6,Vis.
2455590.2326,8.6,Vis.
2455590.2604,8.6,Vis.
2455591.2514,8.6,Vis.
2455654.622,8.6,Vis.
2455657.6264,8.6,Vis.
2455657.9,8.6,Vis.
2455765.7319,8.6,Vis.
2455780.5028,8.6,Vis.
2455832.3,8.6,Vis.
2455845.5472,8.6,Vis.
2455850.3667,8.6,Vis.
2455861.2972,8.6,Vis.
2455973.5243,8.6,Vis.
2456026.5868,8.6,Vis.
2456027.54,8.6,Vis.
2456150.3,8.6,Vis.
2456151.39,8.6,Vis.
2456152.59,8.6,Vis.
2456220.3,8.6,Vis.
2456221.55208,8.6,Vis.
2456232.3472,8.6,Vis.
2456232.5,8.6,Vis.
2456403.5181,8.6,Vis.
2456403.5722,8.6,Vis.
2456410.8,8.6,Vis.
2456417.38,8.6,Vis.
2456509.4,8.6,Vis.
2456518.6,8.6,Vis.
2456520.3336,8.6,Vis.
2456521.3,8.6,Vis.
2456521.427,8.6,Vis.
